Word1,Word2,Relation,Missing
hổ_mang,mang_bành,SYN,mang_bành
hổ_thẹn,hổ_ngươi,SYN,hổ_ngươi
hố_tiêu,hố_xí,SYN,hố_tiêu
hộ_lí,hộ_lý,SYN,hộ_lí
hộ_mạng,hộ_mệnh,SYN,hộ_mạng
hộ_sinh,bảo_sanh,SYN,bảo_sanh
hộ_sinh,cô_mụ,SYN,cô_mụ
hốc,tọng,SYN,tọng
hốc,xực,SYN,xực
hối_cải,cải_hối,SYN,cải_hối
hôm_qua,bữa_qua,SYN,bữa_qua
hôm_sớm,hôm_mai,SYN,"hôm_sớm,hôm_mai"
hôm_sớm,ngày_đêm,SYN,hôm_sớm
hôm_sớm,sớm_hôm,SYN,hôm_sớm
hồn_vía,hồn_phách,SYN,hồn_phách
hổn_hển,hào_hển,SYN,hào_hển
hỗn_hào,hỗn_xược,SYN,hỗn_xược
hỗn_hào,láo_xược,SYN,láo_xược
hỗn_láo,hỗn_xược,SYN,hỗn_xược
hỗn_láo,láo_xược,SYN,láo_xược
hỗn_xược,láo_xược,SYN,"hỗn_xược,láo_xược"
hồng_bì,quất_hồng_bì,SYN,"hồng_bì,quất_hồng_bì"
hồng_cầu,hồng_huyết_cầu,SYN,hồng_huyết_cầu
hồng_điều,hồng_đơn,SYN,"hồng_điều,hồng_đơn"
hồng_xiêm,xa_bô_chê,SYN,xa_bô_chê
hộp_chữa_cháy,tủ_chữa_cháy,SYN,"hộp_chữa_cháy,tủ_chữa_cháy"
hộp_số,hộp_tốc_độ,SYN,hộp_tốc_độ
hơ_hải,hớt_hải,SYN,hơ_hải
hơi_hướng,hơi_hám,SYN,hơi_hám
hởi_dạ,hả_lòng,SYN,"hởi_dạ,hả_lòng"
hởi_dạ,hởi_lòng,SYN,"hởi_dạ,hởi_lòng"
hỡi_ôi,hỡi_ơi,SYN,hỡi_ơi
hợm,hợm_hĩnh,SYN,hợm
hợm,hợm_mình,SYN,"hợm,hợm_mình"
hợm_hĩnh,hợm_mình,SYN,hợm_mình
hớp,hụm,SYN,hụm
hợp_lí_hoá,hợp_lý_hoá,SYN,hợp_lí_hoá
hợp_tan,tan_hợp,SYN,tan_hợp
hợp_tuyển,tuyển_tập,SYN,hợp_tuyển
hớt_lẻo,mách_lẻo,SYN,hớt_lẻo
HTML,ngôn_ngữ_đánh_dấu_siêu_văn_bản,SYN,"HTML,ngôn_ngữ_đánh_dấu_siêu_văn_bản"
hú_tim,ú_tim,SYN,hú_tim
húng_chó,húng_dổi,SYN,"húng_chó,húng_dổi"
húng_hắng,khúng_khắng,SYN,khúng_khắng
húng_hắng,thúng_thắng,SYN,thúng_thắng
huống_gì,huống_nữa,SYN,huống_nữa
huơ,khuơ,SYN,khuơ
hụp,ngụp,SYN,hụp
huyên_thuyên,huyên_thiên,SYN,huyên_thiên
huyên_thuyên,huyên_thuyên_xích_đế,SYN,huyên_thuyên_xích_đế
huyên_thuyên,luyên_thuyên,SYN,luyên_thuyên
huyền_diệu,thần_tình,SYN,thần_tình
huyết_thống,huyết_hệ,SYN,huyết_hệ
huyết_thống,huyết_tộc,SYN,huyết_tộc
huyết_tộc,huyết_hệ,SYN,"huyết_tộc,huyết_hệ"
huýt_sáo,huýt_gió,SYN,huýt_gió
hư_từ,từ_hư,SYN,"hư_từ,từ_hư"
hứa_hão,hứa_hươu_hứa_vượn,SYN,hứa_hươu_hứa_vượn
hực,hừng_hực,SYN,hực
hưng_vong,hưng_phế,SYN,"hưng_vong,hưng_phế"
hương_khói,lửa_hương,SYN,lửa_hương
hương_sen,gương_sen,SYN,gương_sen
hướng_động,tính_hướng,SYN,"hướng_động,tính_hướng"
hữu_thần_luận,thuyết_hữu_thần,SYN,"hữu_thần_luận,thuyết_hữu_thần"
hữu_tỉ,hữu_tỷ,SYN,"hữu_tỉ,hữu_tỷ"
hữu_tỉ,số_hữu_tỉ,SYN,"hữu_tỉ,số_hữu_tỉ"
hữu_tỉ,số_hữu_tỷ,SYN,"hữu_tỉ,số_hữu_tỷ"
hữu_tỷ,số_hữu_tỉ,SYN,"hữu_tỷ,số_hữu_tỉ"
hữu_tỷ,số_hữu_tỷ,SYN,"hữu_tỷ,số_hữu_tỷ"
ì,lì,SYN,ì
ì_oạp,oàm_oạp,SYN,"ì_oạp,oàm_oạp"
í_ới,ơi_ới,SYN,ơi_ới
ị,phị,SYN,"ị,phị"
ị,xị,SYN,ị
IC,mạch_tích_hợp,SYN,IC
ích_kỉ,vị_kỉ,SYN,vị_kỉ
ích_kỷ,vị_kỉ,SYN,vị_kỉ
im_re,im_thít,SYN,im_thít
in_ấn,ấn_loát,SYN,ấn_loát
ình_oàng,ùng_oàng,SYN,"ình_oàng,ùng_oàng"
ít_ỏi,ít_oi,SYN,ít_oi
javel,nước_javel,SYN,"javel,nước_javel"
javel,nước_javen,SYN,"javel,nước_javen"
joule,joule,SYN,"joule,joule"
kè_nhè,lè_nhè,SYN,kè_nhè
ké,kẹ,SYN,kẹ
kẹ,lép,SYN,kẹ
kem_cân,kem_kí,SYN,"kem_cân,kem_kí"
kem_kí,kem_ký,SYN,"kem_kí,kem_ký"
kem_que,kem_cây,SYN,"kem_que,kem_cây"
kèm_nhèm,lèm_nhèm,SYN,"kèm_nhèm,lèm_nhèm"
kèn_bầu,kèn_bóp,SYN,"kèn_bầu,kèn_bóp"
keo_kiệt,keo_kiết,SYN,keo_kiết
keo_xỉn,ki_bo,SYN,keo_xỉn
kèo_nèo,lèo_nhèo,SYN,"kèo_nèo,lèo_nhèo"
kèo_nhèo,nhì_nhèo,SYN,"kèo_nhèo,nhì_nhèo"
kéo_bè_kéo_cánh,kéo_bè_kết_đảng,SYN,"kéo_bè_kéo_cánh,kéo_bè_kết_đảng"
kế,phương_kế,SYN,phương_kế
kệ,kệ_thây,SYN,kệ_thây
kệ,thây_kệ,SYN,thây_kệ
kệ_nệ,khệ_nệ,SYN,kệ_nệ
kệ_nệ,lễ_mễ,SYN,"kệ_nệ,lễ_mễ"
kên_kên,kền_kền,SYN,kên_kên
kềnh,khềnh,SYN,khềnh
kếp,nhiễu,SYN,kếp
khai_mào,khơi_mào,SYN,khai_mào
khai_trường,khai_học,SYN,khai_học
kham_khổ,khem_khổ,SYN,khem_khổ
khảng_khái,khí_khái,SYN,khí_khái
khánh_kiệt,khánh_tận,SYN,khánh_tận
kháu,kháu_khỉnh,SYN,kháu
khắc_kỉ,khắc_kỷ,SYN,"khắc_kỉ,khắc_kỷ"
khặc_khừ,khật_khừ,SYN,"khặc_khừ,khật_khừ"
khẳng_khiu,khẳng_kheo,SYN,khẳng_kheo
khẳng_khiu,ngẳng_nghiu,SYN,ngẳng_nghiu
khắt_khe,khe_khắt,SYN,khe_khắt
khấn,khấn_khứa,SYN,khấn_khứa
khập_khiễng,khập_khễnh,SYN,khập_khễnh
khật_khưỡng,ngật_ngưỡng,SYN,"khật_khưỡng,ngật_ngưỡng"
khẽ_khàng,sẽ_sàng,SYN,sẽ_sàng
khéo,khéo_léo#,SYN,khéo_léo#
khéo_mồm,khéo_miệng,SYN,"khéo_mồm,khéo_miệng"
khéo_mồm,khéo_mồm_khéo_miệng,SYN,"khéo_mồm,khéo_mồm_khéo_miệng"
khệ_nệ,lễ_mễ,SYN,lễ_mễ
khệnh_khạng,kệ_nệ,SYN,kệ_nệ
khệnh_khạng,khụng_khiệng,SYN,khụng_khiệng
khều,kều,SYN,kều
khều,quèo,SYN,quèo
khỉ_đột,khỉ_độc,SYN,khỉ_độc
khỉ_gió,khí_gió,SYN,"khỉ_gió,khí_gió"
khí_huyết,huyết_khí,SYN,huyết_khí
khí_khái,khẳng_khái,SYN,khí_khái
khiêm_nhường,khiêm_nhượng,SYN,khiêm_nhượng
khiếp_đảm,khiếp_đởm,SYN,khiếp_đởm
khiếp_đảm,thất_đảm,SYN,thất_đảm
khiếp_vía,hết_vía,SYN,hết_vía
khiếp_vía,khiếp_vía_kinh_hồn,SYN,khiếp_vía_kinh_hồn
khiếp_vía,mất_vía,SYN,mất_vía
khinh_binh,khinh_quân,SYN,"khinh_binh,khinh_quân"
khinh_khi,khi_dể,SYN,"khinh_khi,khi_dể"
khinh_khi,khinh_rẻ,SYN,khinh_khi
khinh_rẻ,khi_dể,SYN,khi_dể
khinh_rẻ,rẻ_khinh,SYN,rẻ_khinh
khít_khao,khít_khịt,SYN,"khít_khao,khít_khịt"
khít_khao,khít_rịt,SYN,"khít_khao,khít_rịt"
khít_rịt,khít_khịt,SYN,"khít_rịt,khít_khịt"
khó_tính,khó_tính_khó_nết,SYN,khó_tính_khó_nết
khoa,hươ,SYN,hươ
khoa,khuơ,SYN,khuơ
khoá_kéo,phéc_mơ_tuya,SYN,phéc_mơ_tuya
khoá_nòng,qui_lát,SYN,"khoá_nòng,qui_lát"
khoá_nòng,quy_lát,SYN,"khoá_nòng,quy_lát"
khoác_lác,khuếch_khoác,SYN,khuếch_khoác
khoác_lác,phách_lác,SYN,phách_lác
khoác_lác,phét_lác,SYN,phét_lác
khoái_cảm_thẩm_mĩ,khoái_cảm_thẩm_mỹ,SYN,"khoái_cảm_thẩm_mĩ,khoái_cảm_thẩm_mỹ"
khoái_chí,thích_chí,SYN,thích_chí
khoan_dung,khoan_thứ,SYN,khoan_thứ
khoản_đãi,trọng_đãi,SYN,"khoản_đãi,trọng_đãi"
khoảng_âm,quãng,SYN,khoảng_âm
khoáng_đãng,thoáng_đãng,SYN,khoáng_đãng
khoáng_đãng,thoáng_đạt,SYN,khoáng_đãng
khoằm,khoăm,SYN,khoăm
khoằm,khoặm,SYN,khoặm
khoèo,kều,SYN,kều
khoèo,quèo,SYN,quèo
khôn_cùng,vô_ngần,SYN,vô_ngần
khôn_thiêng,linh_thiêng,SYN,khôn_thiêng
khôn_xiết,vô_ngần,SYN,vô_ngần
khốn_một_nỗi,khổ_một_nỗi,SYN,"khốn_một_nỗi,khổ_một_nỗi"
khốn_nỗi,khổ_một_nỗi,SYN,khổ_một_nỗi
khốn_nỗi,khốn_một_nỗi,SYN,khốn_một_nỗi
không_ít_thì_nhiều,không_nhiều_thì_ít,SYN,không_nhiều_thì_ít
không_tài_nào,không_tài_gì,SYN,không_tài_gì
không_trách,thảo_hèn,SYN,thảo_hèn
khống_chỉ,lưu_không,SYN,khống_chỉ
khơi,khươi,SYN,khươi
khởi_xướng,thủ_xướng,SYN,thủ_xướng
khới,gặm,SYN,khới
khớp,khuýp,SYN,khuýp
khua,khuơ,SYN,khuơ
khuất_khúc,khúc_khuỷu,SYN,khuất_khúc
khuây,khuây_khoả,SYN,khuây
khúc_khích,khinh_khích,SYN,khinh_khích
khung,khuông,SYN,khuông
khuỵ,khuỵu,SYN,khuỵ
khuỵ,quị,SYN,"khuỵ,quị"
khuỵ,quỵ,SYN,khuỵ
khuyên_giáo,quyên_giáo,SYN,"khuyên_giáo,quyên_giáo"
khuyên_nhủ,khuyên_lơn,SYN,khuyên_lơn
khuỵu,quị,SYN,quị
khựng,sựng,SYN,sựng
ki_cóp,kí_cóp,SYN,"ki_cóp,kí_cóp"
kì,kì_cọ,SYN,kì_cọ
kì_cùng,kỳ_cùng,SYN,kì_cùng
kì_diệu,thần_tình,SYN,thần_tình
kì_đà,kỳ_đà,SYN,kì_đà
kì_đài,kỳ_đài,SYN,kì_đài
kì_giông,cá_cóc,SYN,"kì_giông,cá_cóc"
kì_giông,kỳ_nhông,SYN,kì_giông
kì_khôi,kỳ_khôi,SYN,"kì_khôi,kỳ_khôi"
kì_lân,kỳ_lân,SYN,kì_lân
kì_nhông,kỳ_nhông,SYN,kì_nhông
kì_phiếu,kỳ_phiếu,SYN,kì_phiếu
kì_tài,kỳ_tài,SYN,kì_tài
kì_tập,kỳ_tập,SYN,"kì_tập,kỳ_tập"
kì_thủ,kỳ_thủ,SYN,kì_thủ
kỉ_cương,kỷ_cương,SYN,kỉ_cương
kỉ_yếu,kỷ_yếu,SYN,kỉ_yếu
kí_âm,ký_âm,SYN,"kí_âm,ký_âm"
kí_âm_pháp,ký_âm_pháp,SYN,"kí_âm_pháp,ký_âm_pháp"
kí_chủ,ký_chủ,SYN,kí_chủ
kí_chủ,vật_chủ,SYN,kí_chủ
kí_gửi,ký_gửi,SYN,kí_gửi
kí_hiệu_học,ký_hiệu_học,SYN,"kí_hiệu_học,ký_hiệu_học"
kí_hoạ,ký_hoạ,SYN,kí_hoạ
kí_quĩ,kí_quỹ,SYN,kí_quĩ
kí_quĩ,ký_quỹ,SYN,kí_quĩ
kí_sự,ký_sự,SYN,kí_sự
kí_tắt,ký_tắt,SYN,kí_tắt
kí_thác,ký_thác,SYN,kí_thác
kị_binh,kị_mã,SYN,"kị_binh,kị_mã"
kị_binh,kỵ_binh,SYN,kị_binh
kị_binh,kỵ_mã,SYN,"kị_binh,kỵ_mã"
kị_binh_bay,kỵ_binh_bay,SYN,"kị_binh_bay,kỵ_binh_bay"
kị_khí,kỵ_thí,SYN,"kị_khí,kỵ_thí"
kị_khí,yếm_khí,SYN,kị_khí
kị_mã,kỵ_binh,SYN,kị_mã
kị_mã,kỵ_mã,SYN,"kị_mã,kỵ_mã"
kị_nước,kỵ_nước,SYN,"kị_nước,kỵ_nước"
kị_rơ,kỵ_rơ,SYN,"kị_rơ,kỵ_rơ"
kiên_tâm,quyết_tâm,SYN,kiên_tâm
kiến_giảng,kiến_tập,SYN,kiến_giảng
kiến_lập,tạo_dựng,SYN,kiến_lập
kiến_lập,tạo_lập,SYN,kiến_lập
kiến_trúc_thượng_tầng,thượng_tầng_kiến_trúc,SYN,"kiến_trúc_thượng_tầng,thượng_tầng_kiến_trúc"
kiếng_mát,kính_mát,SYN,kiếng_mát
kiết_lị,kiết_lỵ,SYN,kiết_lị
kiệt_sức,kiệt_lực,SYN,kiệt_lực
kiều_diễm,diễm_kiều,SYN,diễm_kiều
kim_cổ,cổ_lai,SYN,cổ_lai
kim_đan,que_đan,SYN,"kim_đan,que_đan"
kim_đan,kim_đơn,SYN,"kim_đan,kim_đơn"
kim_đan,linh_đan,SYN,kim_đan
kim_đơn,linh_đan,SYN,kim_đơn
kim_sinh_học,sinh_khoáng_học,SYN,"kim_sinh_học,sinh_khoáng_học"
kinh_hãi,hãi_kinh,SYN,hãi_kinh
kinh_Thánh,Thánh_kinh,SYN,"kinh_Thánh,Thánh_kinh"
kinh_tởm,tởm_lợm,SYN,tởm_lợm
kỳ_diệu,thần_tình,SYN,thần_tình
kỳ_giông,cá_cóc,SYN,"kỳ_giông,cá_cóc"
kỳ_giông,kì_nhông,SYN,"kỳ_giông,kì_nhông"
kỵ_binh,kỵ_mã,SYN,kỵ_mã
kỵ_khí,kị_thí,SYN,kị_thí
la_đà,là_đà,SYN,la_đà
lả_lơi,lơi_lả,SYN,lơi_lả
lả_tả,lở_tở,SYN,lở_tở
lá_cẩm,mảnh_cộng,SYN,"lá_cẩm,mảnh_cộng"
lách_chách,lách_nhách,SYN,"lách_chách,lách_nhách"
lạch_bạch,lạch_đạch,SYN,"lạch_bạch,lạch_đạch"
lải_nhải,lài_nhài,SYN,lài_nhài
lải_nhải,nhai_nhải,SYN,nhai_nhải
lại_mâm,lại_quả,SYN,lại_mâm
làm_bộ,làm_bộ_làm_tịch,SYN,làm_bộ_làm_tịch
làm_bộ,giả_tảng,SYN,giả_tảng
làm_dáng,làm_đỏm,SYN,làm_đỏm
làm_già,làm_tới,SYN,làm_già
làm_mai,mối_manh,SYN,mối_manh
làm_mối,mối_manh,SYN,mối_manh
làm_phản,phản_nghịch,SYN,phản_nghịch
làm_phúc,làm_phước,SYN,làm_phước
LAN,mạng_cục_bộ,SYN,LAN
làn_lạt,nhàn_nhạt,SYN,làn_lạt
lang_bạt,lang_bạt_kì_hồ,SYN,lang_bạt_kì_hồ
lang_sói,sài_lang,SYN,"lang_sói,sài_lang"
lang_sói,sói_lang,SYN,"lang_sói,sói_lang"
làng_nhàng,nhàng_nhàng,SYN,nhàng_nhàng
làng_xóm,thôn_ấp,SYN,thôn_ấp
làng_xóm,xóm_thôn,SYN,xóm_thôn
lãng_phí,phung_phá,SYN,phung_phá
lãng_phí,vung_phí,SYN,vung_phí
láng_máng,mang_máng,SYN,láng_máng
lạng,lạng_ta,SYN,lạng_ta
lanh_chanh,lau_chau,SYN,"lanh_chanh,lau_chau"
lanh_lẹn,nhanh_nhẹn,SYN,lanh_lẹn
lanh_lợi,linh_lợi,SYN,linh_lợi
lành_lặn,lành_lẽ,SYN,lành_lẽ
lảnh_lót,lánh_lót,SYN,lánh_lót
lãnh_hội,lĩnh_hội,SYN,lãnh_hội
lãnh_thổ,cương_vực,SYN,cương_vực
lánh_né,né_tránh,SYN,lánh_né
lánh_né,tránh_né,SYN,lánh_né
lạnh_ngắt,giá_ngắt,SYN,giá_ngắt
lao_động,cần_lao,SYN,cần_lao
lao_nhao,nhao_nhao,SYN,lao_nhao
lào_quào,láo_quáo,SYN,"lào_quào,láo_quáo"
lào_thào,lào_phào,SYN,"lào_thào,lào_phào"
lào_thào,phều_phào,SYN,"lào_thào,phều_phào"
lào_xào,xào_xạc,SYN,lào_xào
lảo_đảo,lểu_đểu,SYN,lểu_đểu
láo,láo_lếu,SYN,láo_lếu
láo,lếu,SYN,lếu
láo,lếu_láo,SYN,lếu_láo
láo_liên,lấc_láo,SYN,"láo_liên,lấc_láo"
lạo_xạo,xào_xạo,SYN,xào_xạo
lát,nhát_[nghĩa_1],SYN,nhát_[nghĩa_1]
lạt_lẽo,nhạt_nhẽo,SYN,lạt_lẽo
lạt_lẽo,nhạt_phèo,SYN,"lạt_lẽo,nhạt_phèo"
lạt_lẽo,nhạt_thếch,SYN,lạt_lẽo
lau_láu,liến_láu,SYN,"lau_láu,liến_láu"
làu,lầu,SYN,làu
làu_bà_làu_bàu,lầu_bà_lầu_bầu,SYN,"làu_bà_làu_bàu,lầu_bà_lầu_bầu"
làu_bà_làu_bàu,làu_nhà_làu_nhàu,SYN,"làu_bà_làu_bàu,làu_nhà_làu_nhàu"
làu_bà_làu_bàu,lầu_nhà_lầu_nhầu,SYN,"làu_bà_làu_bàu,lầu_nhà_lầu_nhầu"
làu_bàu,lảu_bảu,SYN,"làu_bàu,lảu_bảu"
làu_bàu,lạu_bạu,SYN,"làu_bàu,lạu_bạu"
làu_bàu,lầu_bầu,SYN,làu_bàu
làu_bàu,làu_nhàu,SYN,"làu_bàu,làu_nhàu"
làu_bàu,lầu_nhầu,SYN,"làu_bàu,lầu_nhầu"
làu_bàu,lẩu_bẩu,SYN,"làu_bàu,lẩu_bẩu"
làu_nhà_làu_nhàu,lầu_nhà_lầu_nhầu,SYN,"làu_nhà_làu_nhàu,lầu_nhà_lầu_nhầu"
làu_nhà_làu_nhàu,lầu_bà_lầu_bầu,SYN,"làu_nhà_làu_nhàu,lầu_bà_lầu_bầu"
làu_nhàu,lảu_bảu,SYN,"làu_nhàu,lảu_bảu"
làu_nhàu,lạu_bạu,SYN,"làu_nhàu,lạu_bạu"
làu_nhàu,lầu_bầu,SYN,làu_nhàu
làu_nhàu,lầu_nhầu,SYN,"làu_nhàu,lầu_nhầu"
làu_nhàu,lẩu_bẩu,SYN,"làu_nhàu,lẩu_bẩu"
lảu_bảu,lạu_bạu,SYN,"lảu_bảu,lạu_bạu"
lảu_bảu,lầu_bầu,SYN,lảu_bảu
lảu_bảu,lầu_nhầu,SYN,"lảu_bảu,lầu_nhầu"
lảu_bảu,lẩu_bẩu,SYN,"lảu_bảu,lẩu_bẩu"
láu_cá,láu_tôm_láu_cá,SYN,láu_tôm_láu_cá
lạu_bạu,lầu_bầu,SYN,lạu_bạu
lạu_bạu,lầu_nhầu,SYN,"lạu_bạu,lầu_nhầu"
lạu_bạu,lẩu_bẩu,SYN,"lạu_bạu,lẩu_bẩu"
lay_chuyển,chuyển_lay,SYN,chuyển_lay
lay_lắt,lắt_lay,SYN,lắt_lay
lạy_lục,lạy_van,SYN,"lạy_lục,lạy_van"
lạy_lục,van_lạy,SYN,"lạy_lục,van_lạy"
lạy_tạ,bái_tạ,SYN,"lạy_tạ,bái_tạ"
lăm_le,hăm_he,SYN,hăm_he
lăm_le,rắp_ranh,SYN,rắp_ranh
lăm_tăm,lăn_tăn,SYN,lăm_tăm
lắm_mồm,lắm_mồm_lắm_miệng,SYN,lắm_mồm_lắm_miệng
lắm_mồm,mồm_năm_miệng_mười,SYN,mồm_năm_miệng_mười
lăn_đùng,lăn_đùng_ngã_ngửa,SYN,lăn_đùng_ngã_ngửa
lăn_tăn,lăn_phăn,SYN,lăn_phăn
lặn,hụp,SYN,hụp
lăng_trì,tùng_xẻo,SYN,"lăng_trì,tùng_xẻo"
lằng_nhằng,lùng_nhùng,SYN,lùng_nhùng
lằng_nhằng,nhì_nhằng,SYN,nhì_nhằng
lằng_nhằng,lẳng_nhẳng,SYN,lẳng_nhẳng
lằng_nhằng,xì_xằng,SYN,xì_xằng
lẵng_nhẵng,nhằng_nhẵng,SYN,"lẵng_nhẵng,nhằng_nhẵng"
lắng_nghe,lắng_tai,SYN,lắng_tai
lắp_xắp,lấp_xấp,SYN,"lắp_xắp,lấp_xấp"
lắt_lẻo,vắt_vẻo,SYN,lắt_lẻo
lấc_cấc,lấc_xấc,SYN,"lấc_cấc,lấc_xấc"
lấc_cấc,xấc_lấc,SYN,"lấc_cấc,xấc_lấc"
lâm_li,lâm_ly,SYN,"lâm_li,lâm_ly"
lâm_râm,lâm_thâm,SYN,lâm_thâm
lâm_râm,ngâm_ngẩm,SYN,ngâm_ngẩm
lầm_lạc,lỡ_lầm,SYN,lỡ_lầm
lầm_lỡ,lỡ_lầm,SYN,lỡ_lầm
lầm_lỡ,nhầm_nhỡ,SYN,nhầm_nhỡ
lẩm_cẩm,lẫn_cẫn,SYN,lẫn_cẫn
lẩm_nhẩm,nhâm_nhẩm,SYN,nhâm_nhẩm
lấm,lấm_láp,SYN,lấm_láp
lấm_chấm,lấm_tấm,SYN,lấm_chấm
lấm_chấm,lốm_đốm,SYN,lấm_chấm
lấm_lét,len_lét,SYN,len_lét
lần_chần,lần_khần,SYN,"lần_chần,lần_khần"
lần_chần,lưỡng_lự,SYN,lần_chần
lần_chần,ngần_ngừ,SYN,lần_chần
lần_chần,phân_vân,SYN,lần_chần
lần_chần,trù_trừ,SYN,"lần_chần,trù_trừ"
lần_khân,lần_lữa,SYN,lần_khân
lần_khần,lưỡng_lự,SYN,lần_khần
lần_khần,ngần_ngừ,SYN,lần_khần
lần_khần,phân_vân,SYN,lần_khần
lần_khần,trù_trừ,SYN,"lần_khần,trù_trừ"
lần_thần,thẫn_thờ,SYN,lần_thần
lần_thần,thờ_thẫn,SYN,"lần_thần,thờ_thẫn"
lẩn,lỉnh,SYN,lỉnh
lẩn,lỏn,SYN,lỏn
lẩn_lút,lẻn_lút,SYN,"lẩn_lút,lẻn_lút"
lẩn_mẩn,tẩn_mẩn,SYN,"lẩn_mẩn,tẩn_mẩn"
lẩn_quất,quanh_quẩn,SYN,lẩn_quất
lẩn_quất,quẩn_quanh,SYN,lẩn_quất
lẫn_lộn,lộn_lạo,SYN,lộn_lạo
lấn_cấn,cấn_cá,SYN,cấn_cá
lấp_lánh,nhấp_nhánh,SYN,nhấp_nhánh
lấp_láy,lập_loè,SYN,"lấp_láy,lập_loè"
lấp_láy,nhấp_nháy,SYN,lấp_láy
lấp_láy,nhập_nhoè,SYN,"lấp_láy,nhập_nhoè"
lấp_loá,nhấp_nhoá,SYN,"lấp_loá,nhấp_nhoá"
lấp_loáng,nhấp_nhoáng,SYN,"lấp_loáng,nhấp_nhoáng"
lò_dò,lò_mò,SYN,lò_mò
lò_mổ,lò_sát_sinh,SYN,lò_sát_sinh
lọ_lem,nhọ_nhem,SYN,nhọ_nhem
lọ_nghẹ,lọ_nồi,SYN,"lọ_nghẹ,lọ_nồi"
lọ_nồi,nhọ_nồi,SYN,lọ_nồi
loà_nhoà,loè_nhoè,SYN,"loà_nhoà,loè_nhoè"
loà_nhoà,nhập_nhoà,SYN,"loà_nhoà,nhập_nhoà"
loà_xoà,loã_xoã,SYN,"loà_xoà,loã_xoã"
loà_xoà,loè_xoè,SYN,"loà_xoà,loè_xoè"
loã_lồ,trần_truồng,SYN,loã_lồ
loã_xoã,loè_xoè,SYN,"loã_xoã,loè_xoè"
lục_đục,lục_sục,SYN,lục_sục
lục_lạo,lục_lọi,SYN,lục_lạo
lùi_lũi,lùi_lụi,SYN,"lùi_lũi,lùi_lụi"
lủi,lỉnh,SYN,lỉnh
lủi,lỏn,SYN,lỏn
lưu_điện,UPS,SYN,UPS
lưu_huỳnh,diêm_sinh,SYN,diêm_sinh
lập_bập,lặp_bặp,SYN,lặp_bặp
lập_loè,nhấp_nháy,SYN,lập_loè
lập_loè,nhập_nhoè,SYN,"lập_loè,nhập_nhoè"
lập_mưu,lập_kế,SYN,lập_kế
lất_phất,phơ_phất,SYN,phơ_phất
lất_phất,lay_phay,SYN,lay_phay
lật_bật,lẩy_bẩy,SYN,lật_bật
lâu_la,lâu_lắc,SYN,lâu_lắc
lầu_bà_lầu_bầu,lầu_nhà_lầu_nhầu,SYN,"lầu_bà_lầu_bầu,lầu_nhà_lầu_nhầu"
lầu_bầu,lầu_nhầu,SYN,lầu_nhầu
lầu_bầu,lẩu_bẩu,SYN,lẩu_bẩu
lầu_nhầu,lẩu_bẩu,SYN,"lầu_nhầu,lẩu_bẩu"
lây_nhây,lay_nhay,SYN,"lây_nhây,lay_nhay"
lây_nhây,lây_dây,SYN,"lây_nhây,lây_dây"
lầy_lội,lầm_lội,SYN,lầm_lội
lấy_có,lấy_rồi,SYN,lấy_có
LC,thư_tín_dụng,SYN,LC
le_te,te_tái,SYN,"le_te,te_tái"
le_te,xăng_xái,SYN,le_te
lem_lẻm,nhem_nhẻm,SYN,"lem_lẻm,nhem_nhẻm"
lem_luốc,tèm_lem,SYN,tèm_lem
lem_nhem,tèm_lem,SYN,tèm_lem
lẻm,lủm,SYN,"lẻm,lủm"
len_lách,len_lỏi,SYN,len_lách
lẻn,lỉnh,SYN,lỉnh
leng_keng,leng_reng,SYN,leng_reng
lẻng_xẻng,xủng_xẻng,SYN,"lẻng_xẻng,xủng_xẻng"
lẻng_xẻng,xủng_xoảng,SYN,"lẻng_xẻng,xủng_xoảng"
léng_phéng,chàng_màng,SYN,chàng_màng
leo_lét,leo_lắt,SYN,leo_lắt
lèo_lá,lươn_lẹo,SYN,"lèo_lá,lươn_lẹo"
lèo_tèo,leo_heo,SYN,leo_heo
lèo_tèo,leo_teo,SYN,leo_teo
lẻo,thẻo,SYN,thẻo
lẻo_khoẻo,leo_kheo,SYN,"lẻo_khoẻo,leo_kheo"
lẻo_khoẻo,leo_khoeo,SYN,"lẻo_khoẻo,leo_khoeo"
lẻo_khoẻo,lèo_khoèo,SYN,"lẻo_khoẻo,lèo_khoèo"
léo_nhéo,nheo_nhéo,SYN,"léo_nhéo,nheo_nhéo"
lép_kẹp,lép_xẹp,SYN,lép_xẹp
lép_nhép,nhem_nhép,SYN,"lép_nhép,nhem_nhép"
lẹp_kẹp,lẹp_xẹp,SYN,"lẹp_kẹp,lẹp_xẹp"
lề_mề,dềnh_dang,SYN,dềnh_dang
lễ,lỡi,SYN,lỡi
lễ_nghi,lễ_thức,SYN,lễ_thức
lệ,châu_lệ,SYN,châu_lệ
lếch_thếch,lốc_thốc,SYN,lốc_thốc
lên_gân,lên_gân_lên_cốt,SYN,lên_gân_lên_cốt
lênh_khênh,lêu_đêu,SYN,lêu_đêu
lênh_khênh,lêu_nghêu,SYN,lêu_nghêu
lềnh_bềnh,lều_bều,SYN,lều_bều
lềnh_bềnh,lều_phều,SYN,lều_phều
lềnh_phềnh,lều_bều,SYN,lều_bều
lềnh_phềnh,lều_phều,SYN,lều_phều
