sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
693,"Tôi sống gần căn nhà này , và tôi nghĩ làm sao tôi có thể làm nó trở thành nơi đẹp hơn cho khu dân cư của tôi , và tôi cũng nghĩ về một thứ gì đó có thể thay đổi cuộc đời tôi mãi mãi .","Tôi sống gần như thế nào , tôi nghĩ về cách tôi có thể làm được điều đó một không gian tốt cho gia đình của mình , và tôi cũng nghĩ về điều gì đó thay đổi cuộc sống của mình mãi mãi .","tôi sống gần nhà này, và tôi nghĩ về việc làm thế nào tôi có thể tạo ra một không gian tốt hơn cho khu phố của mình, và tôi cũng nghĩ về một điều gì đó đã thay đổi cuộc đời tôi mãi mãi.",44.52098137818241,60.73596055794963,-16.21497917976722,PyTorch Transformer
694,"Vào năm 2009 , tôi mất đi một người tôi vô cùng yêu quý .","Năm 2009 , tôi đã mất một người yêu thích rất nhiều .","năm 2009, tôi đã mất một ai đó mà tôi rất thích.",42.97344049935605,32.55120750225231,10.422232997103741,TensorFlow NMT
695,"Tên bà là Joan , và bà là một người mẹ đối với tôi , và cái chết của bà là sự bất ngờ và không lường được .","Tên cô ấy là tiếng ngốc , cô ấy là một người mẹ của tôi , và cô ấy là một người mẹ của cô ấy ngay lúc đó .","cô ấy tên là carol, và cô ấy là một người mẹ đối với tôi, và cô ấy đột nhiên không ngờ tới.",29.17894687056232,42.28678755695404,-13.107840686391718,PyTorch Transformer
696,"Và tôi đã nghĩ về cái chết rất nhiều , và điều này làm tôi cảm giác biết ơn sâu đậm cho những thời gian tôi đã có , và mang lại sự rõ ràng cho những điều có ý nghĩa cho cuộc đời tôi bây giờ","Và tôi nghĩ về những cái chết , và điều này khiến tôi cảm thấy cảm thấy sâu sắc cho thời gian mà tôi đã có , và mang rõ ràng đến những thứ đó là ý nghĩa cho cuộc sống của mình .","và tôi nghĩ về cái chết rất nhiều, và điều này khiến tôi cảm thấy biết ơn sâu sắc về lòng biết ơn trong thời gian tôi đã có, và đưa ra rõ ràng về những điều có ý nghĩa đối với cuộc sống của tôi",48.90933195681545,59.281256310665086,-10.371924353849636,PyTorch Transformer
697,Nhưng tôi đấu tranh để duy trì góc nhìn này trong cuộc sống hàng ngày của mình .,Nhưng tôi đã cố gắng duy trì quan điểm này trong cuộc sống của mình .,nhưng tôi phải đấu tranh để duy trì quan điểm này trong cuộc sống hàng ngày của mình.,52.167009762652214,80.87072484493373,-28.70371508228152,PyTorch Transformer
698,"Tôi cảm giác như thật dễ để nắm bắt được theo ngày qua ngày , và quên mất điều thực sự có ý nghĩa với bạn .","Tôi cảm thấy như thế này dễ dàng để được đưa ra trong ngày , và quên mất những gì thực sự quan trọng với bạn .","tôi cảm thấy rất dễ dàng khi bị bắt trong ngày hôm qua, và quên đi những điều thực sự quan trọng đối với các bạn.",42.523546367703126,36.74630469255215,5.777241675150975,TensorFlow NMT
699,"Vì vậy với sự giúp đỡ của những người bạn cũ và mới , tôi chuyển một bên của toà nhà bỏ hoang này thành một bảng phấn khổng lồ và tô khuôn nó với một câu điền-vào-chỗ-trống : &quot; Trước khi tôi chết , tôi muốn ... &quot; để bất kì ai đi ngang qua có thể nhặt một mảnh phấn , phản ánh cuộc đời của họ , và chia sẻ khát vọng cá nhân của họ trong không gian công cộng .","Với sự giúp đỡ từ cổ xưa , tôi đã quay lại một cách bị bỏ bỏ trong một sự đánh giá lớn và một sự kiện trong một câu chuyện với một câu chuyện . &quot; Trước khi tôi chết , Tôi muốn ... &quot; Vậy bất cứ ai đi bộ .","vì vậy, với sự giúp đỡ từ những người bạn cũ và mới, tôi trở thành một ngôi nhà bị bỏ hoang với một cái bảng tên khổng lồ và vỏ bọc nó với một cái câu & quot trước khi tôi chết, tôi muốn",30.075271100417915,35.39675900698661,-5.321487906568699,PyTorch Transformer
700,"Tôi không biết phải trông đợi điều gì từ cuộc thử nghiệm này , nhưng vào ngày hôm sau , bức tường đã hoàn toàn được phủ kín , và nó cứ tiếp tục phát triển .","Tôi không biết gì khi nào đó , nhưng trong ngày hôm sau , bức tường là hoàn toàn bị sạch , và nó sẽ tăng lên .","tôi không biết điều gì sẽ mong đợi từ thí nghiệm này, nhưng vào ngày hôm sau, bức tường hoàn toàn đổ đầy, và nó vẫn tiếp tục tăng lên.",39.325700798122206,58.132624658632004,-18.806923860509798,PyTorch Transformer
701,Và tôi muốn chia sẻ một vài điều về cái mọi người viết trên bức tường đó .,Và tôi muốn chia sẻ một vài thứ mà mọi người viết trên bức tường này .,và tôi muốn chia sẻ một vài điều mà mọi người đã viết trên bức tường này.,73.80136440476855,75.88844817936032,-2.0870837745917754,PyTorch Transformer
702,"&quot; Trước khi tôi chết , tôi muốn thử ăn cướp . &quot;","&quot; Trước khi tôi chết , tôi muốn cố gắng làm cho một mình . &quot;","& quot trước khi tôi chết đi, tôi muốn được cố gắng làm cho việc vệ sinh. & quot",72.41774011748522,54.26619393573417,18.15154618175105,TensorFlow NMT
703,"&quot; Trước khi tôi chết , tôi muốn được dang chân trên Đường Đổi ngày Quốc tế . &quot;","&quot; Trước khi tôi chết , tôi muốn vượt qua sự tiến bộ của thế giới . &quot;","& quot trước khi tôi chết, tôi muốn đi đến cuộc hẹn hò quốc tế. & quot",52.621487803064824,54.81191081366757,-2.19042301060275,PyTorch Transformer
704,"&quot; Trước khi tôi chết , tôi muốn được hát cho hàng triệu người . &quot;","&quot; Trước khi tôi chết , tôi muốn hát cho hàng triệu người . &quot;","& quot trước khi tôi chết, tôi muốn hát cho hàng triệu người. & quot",90.6834575638351,82.25913711782688,8.424320446008224,TensorFlow NMT
705,"&quot; Trước khi tôi chết , tôi muốn trồng một cái cây . &quot;","&quot; Trước khi tôi chết , tôi muốn làm một cây gậy . &quot;","& quot trước khi tôi chết, tôi muốn trồng một cái cây. & quot",74.61369839211362,90.2697077173369,-15.65600932522328,PyTorch Transformer
706,"&quot; Trước khi tôi chết , tôi muốn sống ngoài khuôn phép . &quot;","&quot; Trước khi tôi chết , tôi muốn sống ra khỏi mạng . &quot;","& quot trước khi tôi chết đi, tôi muốn sống khỏi mạng lưới. & quot",73.29270477459,58.2731114390396,15.019593335550404,TensorFlow NMT
707,"&quot; Trước khi tôi chết , tôi muốn được ôm cô ấy một lần nữa . &quot;","&quot; Trước khi tôi chết , tôi muốn giữ một lần nữa . &quot;","& quot trước khi tôi chết, tôi muốn giữ cô ấy thêm một lần nữa. & quot",78.68786156583334,71.88092743341,6.8069341324233505,TensorFlow NMT
708,"&quot; Trước khi tôi chết , tôi muốn thành kị binh của ai đó &quot;","&quot; Trước khi tôi chết , tôi muốn là người làm cho người . &quot;","& quot trước khi tôi chết, tôi muốn trở thành nhân viên của một người nào đó. & quot",62.33433747261125,58.32387477823053,4.0104626943807204,TensorFlow NMT
709,"&quot; Trước khi tôi chết , tôi muốn hoàn toàn là chính mình . &quot;","&quot; Trước khi tôi chết , tôi muốn hoàn toàn bản thân . &quot;","& quot trước khi tôi chết, tôi muốn hoàn toàn là chính bản thân mình. & quot",77.63590561367457,84.52690909619248,-6.891003482517917,PyTorch Transformer
710,"Vậy không gian bị bỏ bê này đã trở thành một không gian kiến tạo , và những hy vọng và những ước mơ của mọi người khiến tôi cười phá lên , chảy nước mắt , và chúng an ủi tôi trong suốt những thời gian khó khăn của mình .","Và điều này đã khiến tôi không gian vững học một cách mang tính tự động , và những hy vọng của họ là những giấc mơ và những giấc mơ đã làm cho tôi nghe một mình , và họ lập dị với tôi trong thời gian khó khăn của mình .","vì vậy, không gian bị bỏ rơi này trở thành một nền tảng mang tính xây dựng, và những hy vọng và ước mơ của mọi người làm tôi cười lớn, xé vỡ, và họ chia sẻ lại cho tôi những lần khó khăn",44.792333445966946,44.04357639170464,0.7487570542623061,TensorFlow NMT
711,Đó là về biết rằng bạn không chỉ có một mình .,Nó là về việc biết bạn không phải là một mình .,đó là về việc biết rằng bạn không đơn độc.,48.03380749340966,55.47390098959703,-7.440093496187366,PyTorch Transformer
712,Đó là về hiểu những người xung quanh chúng ta theo những cách mới và sáng sủa .,Nó là sự hiểu biết của chúng ta ở những cách mới và sự tiến bộ .,đó là sự hiểu biết về hàng xóm của chúng ta trong những cách sáng tạo và tiến bộ.,37.00122479469979,36.793752997786946,0.20747179691284146,TensorFlow NMT
713,"Đó là về tạo ra không gian cho phản ánh và chiêm nghiệm , và nhớ rằng điều gì thực sự ý nghĩa nhất với chúng ta khi chúng ta trưởng thành và thay đổi .","Nó là về việc làm cho việc phản ứng và sự giãn nở , và ghi nhớ những gì thực sự quan trọng nhất với chúng ta là chúng ta đang phát triển và thay đổi .","nó liên quan đến việc tạo ra không gian cho sự phản ánh và suy ngẫm, và nhớ rằng điều thực sự quan trọng nhất đối với chúng ta khi chúng ta trưởng thành và thay đổi.",41.197383658074514,69.16585965271953,-27.96847599464502,PyTorch Transformer
714,"Tôi làm dự án này năm ngoái , và bắt đầu nhận được hàng trăm lá thư từ những người nhiệt thành những người muốn làm một bức tường ở cộng đồng của họ , vì vậy các đồng nghiệp dân cư trung tâm và tôi làm một công cụ , và bây giờ những bức tường đã đang được làm ở các đất nước trên thế giới , bao gồm Kazakhstan , Nam Phi , Úc , Ác-hen-ti-na và nhiều hơn nữa .","Tôi đã làm điều này trong năm ngoái , và bắt đầu nhận ra hàng trăm thông điệp từ sự đam mê của họ , vì thế trung tâm của tôi và tôi đã làm một công cụ , và giờ tôi đã làm một công cụ , và giờ các bức tường đã được làm ra .","tôi đã thực hiện năm ngoái, và bắt đầu nhận được hàng trăm thông điệp từ những người đam mê với những người muốn tạo ra một bức tường với cộng đồng của mình, vì vậy, các đồng nghiệp của tôi và tôi đã tạo",34.236514934023084,37.44258633714496,-3.206071403121875,PyTorch Transformer
715,"Cùng nhau , chúng ta đã chỉ ra những không gian công cộng của chúng ta có sức mạnh đến thế nào có thể nếu chúng ta được cho cơ hội để có một tiếng nói và chia sẻ nhiều hơn với một người khác .","Cùng với nhau , chúng tôi đã cho thấy những khoảng sao của chúng ta có thể làm được những nơi mà chúng ta có thể có thể làm được một giọng nói và chia sẻ nhiều hơn với một cái gì đó .","cùng với nhau, chúng ta đã chỉ ra rằng những không gian công cộng có thể trở nên mạnh mẽ như thế nào nếu chúng ta được trao cho cơ hội để có một giọng nói và chia sẻ nhiều hơn với một người khác.",47.06701566747405,73.98304082334468,-26.916025155870628,PyTorch Transformer
716,Hai điều quan trọng nhất chúng ta có là thời gian và mối quan hệ với những người khác .,Hai điều đáng giá nhất chúng ta có thời gian là thời gian và mối quan hệ với những người khác .,hai trong số những điều quý giá nhất chúng ta có thời gian và các mối quan hệ của chúng ta với những người khác.,79.7629853487964,66.01995893561816,13.743026413178242,TensorFlow NMT
717,"Trong kỉ nguyên gia tăng sự phân tán của chúng ta , điều này còn quan trọng hơn bao giờ hết để tìm ra cách duy trì góc nhìn và nhớ rằng cuộc sống là ngắn ngủi và mềm mại .","Trong thời đại của chúng ta , chúng ta càng quan trọng hơn bao giờ để tìm ra cách để duy trì cách duy trì và nhớ là sự sống ngắn ngủi và sự thật .","trong thời đại của chúng ta những gián đoạn tăng lên, điều này quan trọng hơn bao giờ hết để tìm ra những cách để duy trì quan điểm và nhớ rằng cuộc sống là một cách ngắn gọn và tỉnh táo.",47.901030822905696,56.0986218778837,-8.197591054978005,PyTorch Transformer
718,"Cái chết là một cái gì đó chúng ta thường không được khuyến khích để nói đến hoặc thậm chí là nghĩ đến , nhưng tôi đã đang nhận ra rằng chuẩn bị cho cái chết là một trong những điều quyền lực nhất bạn có thể làm .","Tử thần là một thứ mà chúng ta thường làm để nói về hoặc thậm chí nghĩ về , nhưng tôi nhận ra rằng điều đó chuẩn bị cho cái chết là một trong những thứ mà bạn có thể làm .","cái chết là cái mà chúng ta thường làm phiền khi nói đến, nhưng tôi nhận ra rằng việc chuẩn bị cho cái chết là một trong những thứ có sức mạnh nhất mà bạn có thể làm.",55.304859186436914,53.80418445707505,1.5006747293618616,TensorFlow NMT
719,Suy nghĩ về cái chết làm cuộc sống của bạn rõ ràng .,Hãy nghĩ về những điều chết về sự sống .,hãy nghĩ về cái chết làm sáng tỏ cuộc sống của bạn.,25.473291532043223,70.27357190186136,-44.80028036981814,PyTorch Transformer
720,"Những không gian được chia sẻ của chúng ta có thể tốt hơn được phản ánh về những điều xảy ra cho chúng ta như là những cá thể và như là một cộng đồng , và với nhiều cách hơn để chia sẻ hy vọng , nỗi sợ hãi và những câu chuyện , những người xung quanh chúng ta không chỉ có thể giúp chúng ta làm những nơi tốt đẹp hơn , họ có thể giúp chúng ta dẫn dắt cuộc sống tốt hơn .","Chúng ta có thể có thể phản ứng với những gì quan trọng hơn cho chúng ta như những cá thể và một cộng đồng , và với nhiều cách để chia sẻ hy vọng , những câu chuyện của chúng ta không chỉ giúp chúng ta làm cho chúng ta","những không gian chung của chúng ta có thể phản ánh những điều quan trọng hơn đối với chúng ta như những cá nhân và cộng đồng, và với nhiều cách để chia sẻ hy vọng, nổi sợ và những câu chuyện, những người xung",47.938708262080496,45.49427144817684,2.444436813903657,TensorFlow NMT
721,Cảm ơn .,Cảm ơn .,xin cảm ơn.,100.0,84.32085351242961,15.679146487570392,TensorFlow NMT
722,Cảm ơn,Cảm ơn .,xin cảm ơn.,79.20334873459873,66.27920375651772,12.924144978081017,TensorFlow NMT
723,"Vâng , tôi làm toán học ứng dụng và đây là một vấn đề khác thường cho bất cứ ai làm toán học ứng dụng , chính là chúng tôi giống như các nhà tư vấn quản lý .","Vâng , tôi đã thực hiện việc sử dụng toán học , và đây là một vấn đề đặc biệt cho bất cứ ai đã áp dụng toán học , là chúng ta giống như là những nhà tư cách quản lý .","vâng, tôi đã áp dụng toán học, và đây là một vấn đề đặc biệt đối với bất kỳ ai áp dụng toán học, đó là chúng tôi là những nhà tư vấn quản lý.",53.30327487031206,50.76824180089492,2.535033069417139,TensorFlow NMT
724,Không ai biết chúng tôi làm cái quái gì .,Không ai biết cái gì mà chúng ta làm .,không ai biết được chúng tôi làm gì.,53.89896367459881,63.89188977217288,-9.99292609757407,PyTorch Transformer
725,"Vì vậy , hôm nay tôi sẽ thử cố gắng giải thích cho bạn việc tôi làm .",Tôi sẽ đưa cho bạn một vài thứ -- cố gắng giải thích với các bạn những gì tôi làm .,vì vậy tôi sẽ đưa ra một vài nỗ lực để cố gắng giải thích cho các bạn những gì tôi đang làm.,48.07549020163171,50.031756813610784,-1.9562666119790748,PyTorch Transformer
726,"Vâng , nhảy múa là một trong những hoạt động mà con người thường làm","Vậy nên , nhảy múa là một trong những hoạt động nhất của hành động .","thế nên, nhảy múa là một trong những hoạt động của con người.",58.633384543854085,68.76718374214707,-10.133799198292984,PyTorch Transformer
727,Chúng ta yêu thích những vũ công bậc thầy về Ba Lê và Nhảy gõ chân bạn sẽ thấy sau đây .,Chúng tôi thích thú vị vào những nhà hát trong những vũ trụ và những vũ công .,chúng tôi thích thú với những người nhảy múa ba lê và thanh vũ công bạn sẽ thấy sau này.,26.415684853451676,45.13151170564177,-18.715826852190094,PyTorch Transformer
728,Múa ba lê đòi hỏi một trình độ chuyên môn đặc biệt và trình độ kỹ thuật cao và có thể mức độ phù hợp với bộ môn này có liên quan đến yếu tố di truyền .,"Bây giờ , những nhà điêu khắc của các chuyên gia đều yêu cầu một mức độ lớn nhất và một mức độ cao của kỹ năng , và có thể một mức độ của sự đơn giản nhất có thể có một phần lớn để có một bộ phận di truyền để có một bộ phận di truyền .","bây giờ, ba lê yêu cầu một mức độ đặc biệt của chuyên môn và một mức độ cao của kỹ năng, và có lẽ là một mức độ thẳng thắn mà có thể có một bộ phận di truyền tốt cho nó.",26.981042400036632,33.07266535897856,-6.0916229589419295,PyTorch Transformer
729,"Thật đáng buồn , rối loạn thần kinh như bệnh Parkinson dần dần phá huỷ khả năng đặc biệt này , như điều đang xảy đến cho bạn tôi Jan Stripling , người mà một thời , đã từng một nghệ sĩ ba lê bậc thầy .","Thật sự , những rối loạn thần kinh , những rối loạn thần kinh như bệnh Parkinson dần dần bị phá huỷ những khả năng này , như là làm cho bạn bè của mình , người hâm mộ một vũ công viên sĩ sư","thật buồn thay, những rối loạn thần kinh như bệnh parkinson đã dần huỷ diệt khả năng phi thường này, như thể nó đang làm với bạn của tôi là những người cao tuổi, một vũ công ba lê trong thời đại của ông.",43.05297045557194,41.05507871128647,1.997891744285468,TensorFlow NMT
730,Trong suốt những năm qua đã có sự tiến bộ to lớn trong quá trình điều trị .,Vậy nên sự tiến bộ và điều trị đã được làm ra được nhiều năm .,sự tiến bộ tuyệt vời và điều trị đã được tạo ra trong nhiều năm qua.,26.60541390720203,36.649574091832214,-10.044160184630183,PyTorch Transformer
731,"Tuy nhiên , 6.3 triệu người trên toàn cầu mắc bệnh , và họ phải sống trong tình trạng suy nhược , run rẩy , xơ cứng vô phương chữa trị và các triệu chứng khác đi cùng với căn bệnh này . Những gì chúng ta cần là các công cụ cho mục tiêu rõ rệt để phát hiện ra bệnh trước khi quá muộn .","Tuy nhiên , có một triệu người có thể có một triệu người có thể sống sót , và họ phải sống với sự xấu hổ , và những triệu chứng khác mà còn đi kèm với bệnh tật , vì vậy những gì chúng ta cần là những công cụ cần thiết","tuy nhiên, có hàng triệu người trên toàn thế giới có bệnh tật, và họ phải sống với sự yếu đuối yếu đuối, run tay, cứng nhắc và những triệu chứng khác đi cùng với bệnh tật, vì vậy những gì chúng ta",36.05173684553075,39.62561405011079,-3.573877204580043,PyTorch Transformer
732,"Chúng ta cần đo lường sự tiến triển một cách khách quan , và cuối cùng , cách duy nhất mà chúng ta biết khi chúng ta thực sự có một cách điều trị , là khi chúng ta có một phương pháp chính xác để có thể trả lời chắc chắn .","Chúng ta cần có thể đo lường sự tiến bộ của sự tiến bộ , và cuối cùng , cách duy nhất chúng ta sẽ biết khi chúng ta có một số tiền có thể trả lời được câu trả lời cho rằng chắc chắn .","chúng ta cần có khả năng đo sự khác biệt, và cuối cùng, cách duy nhất mà chúng ta sẽ biết khi nào chúng ta thực sự có một phương pháp chữa trị là khi chúng ta có một thước đo khách quan có thể trả",51.97780628953759,62.03442087938422,-10.056614589846632,PyTorch Transformer
733,"Nhưng thật nản lòng là với bệnh Parkinson và các chứng rối loạn vận động khác , chúng không có dấu ấn sinh học , vì vậy không có phương pháp xét nghiệm máu đơn giản nào mà bạn có thể làm , và cái tốt nhất mà chúng ta có là bài kiểm tra thần kinh này .","Nhưng sự tiến bộ , với bệnh Parkinson , những rối loạn khác nhau , không có gì có cả một sự kiểm tra không có gì cả , vì vậy không có một kiểm tra có thể có được , và điều tốt nhất mà chúng ta có thể làm , và điều tốt nhất mà chúng ta có","tuy nhiên, với chứng rối loạn bệnh parkinson và các chứng rối loạn khác, không có dấu hiệu sinh học nào cả, vì thế không có bài kiểm tra máu đơn giản nào mà bạn có thể làm, và điều tốt nhất mà chúng",42.30640302509278,54.840646575218344,-12.534243550125566,PyTorch Transformer
734,"Bạn cần phải đến bệnh viện để làm điều đó . Nó rất rất tốn kém , có nghĩa là cuộc xét nghiệm này nằm ngoài các thử nghiệm lâm sàng , Nó chưa bao giờ được thực hiện .","Bạn phải đến phòng khám để làm điều đó . Rất , rất tốn kém , và điều đó có nghĩa là , ngoài những thử nghiệm lâm sàng , nó không bao giờ làm gì . Nó không bao giờ làm gì .","bạn phải đến phòng khám để làm điều đó. nó rất tốn kém, rất tốn kém, và có nghĩa là, bên ngoài những thử nghiệm lâm sàng, nó chưa bao giờ được thực hiện. nó chưa bao giờ được thực hiện.",48.857081508657615,65.07946350486662,-16.22238199620901,PyTorch Transformer
735,Nhưng nếu như nếu bệnh nhân có thể làm xét nghiệm này ở nhà thì sao ?,Nhưng nếu bệnh nhân có thể làm điều này tại nhà ?,nhưng điều gì sẽ xảy ra nếu bệnh nhân có thể thực hiện bài kiểm tra này ở nhà?,50.17572922631896,45.88402008911696,4.291709137201998,TensorFlow NMT
736,"Điều đó sẽ thực sự miễn một chuyến đi đến phòng khám , và nếu bệnh nhân còn có thể tự làm xét nghiệm nữa , thì sao ?","Bây giờ , điều này sẽ giúp được một chuyến đi khó khăn để có thể đến phòng thí nghiệm , và nếu bệnh nhân có thể làm điều đó như thế nào ?","bây giờ, điều đó thực sự có thể cứu được một chuyến đi khó khăn đến phòng khám, và điều gì sẽ xảy ra nếu bệnh nhân có thể tự kiểm tra được chính mình, đúng không?",47.21047061522307,50.80587284494299,-3.595402229719916,PyTorch Transformer
737,Không tốn thời giờ vàng bạc của nhân viên .,Không có một thời gian đắt tiền nào .,không có thời gian nhân viên đắt tiền nào cần thiết.,21.953984186201534,36.76829330215094,-14.814309115949403,PyTorch Transformer
738,"Chỉ tất khoảng $ 300 mà thôi , Để làm xét nghiệm này tại phòng khám Bác Sỹ chuyên khoa thần kinh","Tôi đã cảm thấy khoảng 300 $ , bằng cách nào trong phòng khám của nhà khoa học để làm điều đó .","cần khoảng 300 đô la, bằng cách này, trong phòng khám thần kinh của nhà thần kinh học để thực hiện điều đó.",27.72429069695299,30.723927841396403,-2.999637144443412,PyTorch Transformer
739,"Vì vậy , cái tôi muốn đề xuất cho bạn là một cách phi truyền thống qua đó ta có thể đạt được điều này , vì như bạn thấy , ít nhất theo một hướng nào đó , chúng ta đều là những bậc thầy như Jan Stripling bạn tôi .","Vậy nên những gì tôi muốn đề nghị với các bạn như một cách khác biệt trong việc chúng ta có thể cố gắng đạt được điều này , vì , bạn thấy đấy , trong một cảm giác , chúng ta đều là người làm như mình","vì vậy, điều tôi muốn đề xuất với các bạn là một cách lạ thường mà chúng ta có thể cố gắng đạt được điều này, bởi vì, bạn có thể thấy, ít nhất, chúng ta đều là những người bạn ném đá",41.21318275261093,49.45604167870828,-8.242858926097348,PyTorch Transformer
740,Ở đây chúng ta có một đoạn phim của các giây thanh quản đang rung,Đây là chúng ta có một video trong những hình thể âm thanh .,ở đây chúng ta có một đoạn video của những nếp gấp âm thanh dao động.,31.495068764753704,48.281771707524776,-16.786702942771072,PyTorch Transformer
741,"giây thanh quản này khoẻ mạnh và ai đó đang nói , và chúng ta có thể xem mình như những vũ công ba lê thanh nhạc , bởi vì chúng ta phải phối hợp tất cả các cơ quan phát âm khi tạo ra âm thanh , và tất cả chúng ta thực sự có các gen để phụ trách điều đó . Ví dụ như FoxP2 .","Đây là điều này , đây là một người làm cho âm thanh của một người , chúng ta có thể nghĩ về bản thân mình , chúng ta có thể để kết thúc tất cả những bộ phận âm thanh này khi chúng ta làm âm thanh , và tất cả chúng ta","bây giờ, điều này rất khoẻ mạnh và đây là một người có thể nói được giọng nói, và chúng ta có thể nghĩ đến mình như những vũ công ba lê, bởi vì chúng ta phải phối hợp tất cả các cơ quan âm",31.815050659635897,47.33506568716807,-15.520015027532171,PyTorch Transformer
742,Giống như ba lê nó cần được đào tạo đặc biệt .,"Và như là những nhà điêu khắc học , nó cần một mức độ của việc đào tạo .","và như ba lê, nó cần một mức độ đáng kinh ngạc của việc đào tạo.",29.95105367594984,39.953091395504856,-10.002037719555016,PyTorch Transformer
743,"Ý tôi là , thử nghĩ mất bao lâu để một đứa trẻ tập nói .","Ý tôi là , chỉ có thể là nghĩ đến bao lâu để học được .","ý tôi là, hãy nghĩ rằng nó cần bao lâu để một đứa trẻ học cách nói.",35.81497645600185,58.22759313402334,-22.412616678021486,PyTorch Transformer
744,"Từ âm thanh , chúng ta thực sự có thể theo dấu vị trí dây thanh quản khi rung , Khi các chi bị ảnh hưởng bởi Parkinson , Các cơ quan âm thanh cũng bị thế","Từ âm thanh , chúng ta có thể theo dõi những hình vuông không thể theo dõi , và chỉ là khi chân đang bị ảnh hưởng vào bệnh Parkinson , vì vậy , những cơ quan âm thanh .","từ âm thanh, chúng ta thực sự có thể theo vị trí gấp âm thanh khi nó đập vào, và ngay khi chân tay bị ảnh hưởng ở bệnh parkinson, cũng vậy là các cơ quan âm thanh.",46.53829845970019,60.60293538890347,-14.064636929203282,PyTorch Transformer
745,"Vậy nên ở đồ thị bên dưới , bạn có thể thấy một ví dụ về sự rung bất thường của dây thanh quản","Vậy nên , trong những điểm nhìn , bạn có thể thấy một ví dụ về những hình vuông không thể nhớ .","vì vậy ở phía dưới, bạn có thể thấy một ví dụ của những nếp gấp bất thường.",39.53243472144184,49.18737015762964,-9.654935436187799,PyTorch Transformer
746,Chúng ta thấy đều cùng triệu chứng .,Chúng ta thấy tất cả những triệu chứng tương tự .,chúng ta thấy tất cả các triệu chứng tương tự nhau.,61.459171251308206,57.70977064099583,3.749400610312378,TensorFlow NMT
747,"Chúng ta thấy giọng run , sự suy nhược và xơ cứng .","Chúng ta thấy tiếng ồn về sự thiếu thốn , sự yếu đuối và sự tự do .","chúng ta có thể thấy sự run tay, sự yếu đuối và cứng nhắc.",32.86719504319779,32.99702955559666,-0.12983451239887245,PyTorch Transformer
748,"Lời nói trở nên trầm lắng hơn và nhiều giọng gió hơn sau một thời gian , và đó là một trong các triệu chứng ví dụ về nó .","Giọng nói chuyện trở nên tồi tệ hơn và nhiều hơn nhiều hơn sau một thời gian , và đó là một trong những triệu chứng của nó .","bài diễn thuyết thực sự trở nên nhẹ nhàng hơn và dễ dàng hơn sau một thời gian, và đó chỉ là một trong những triệu chứng của nó.",61.648679617997196,51.65336635859401,9.995313259403183,TensorFlow NMT
749,"Những hiệu ứng âm thanh này có thể thực sự khó phát hiện , trong một số trường hợp , nhưng với bất kỳ Micro kỹ thuật số nào , và sử dụng phần mềm phân tích giọng nói chuẩn xác kết hợp với kiến thức máy móc mới nhất , rất tân tiến hiện nay chúng ta có thể định lượng chính xác người nào đó nói dối chỗ nào trong hệ miền liên tục giữa sức khoẻ và bệnh tật chỉ bằng cách sử dụng tín hiệu giọng nói .","Vậy nên những tác động âm thanh này có thể thực sự là một thứ rất xa lạ , trong một số trường hợp , nhưng với bất cứ thứ gì là một cách khác biệt , và sử dụng giọng nói chính xác trong kết hợp với nhau .","những hiệu ứng âm thanh này thực sự có thể khá nhạy cảm, trong vài trường hợp, nhưng với bất kỳ chiếc micro số, và bằng cách sử dụng phần mềm phân tích chính xác trong sự kết hợp giữa máy học, điều này",33.96880213197144,37.24164770325862,-3.272845571287185,PyTorch Transformer
750,Vậy làm thế nào các bài thử nghiệm dựa trên giọng nói này so sánh ngang ngửa với thử nghiệm lâm sàng chuyên môn ? Cả hai đều không xâm hạm lẫn nhau .,"Vậy nên những bài kiểm tra mà họ đã làm , chúng ta tập trung vào các nghiên cứu lâm sàng của các nghiên cứu lâm sàng không ? Chúng ta sẽ là cả hai người .","vì vậy, những bài kiểm tra dựa trên giọng nói này, làm thế nào mà họ xếp chồng chất vào các bài kiểm tra lâm sàng lâm sàng? chúng ta sẽ, chúng đều không bị đảo lộn.",24.53515939447877,39.552361281378204,-15.017201886899432,PyTorch Transformer
751,Thử nghiệm của thần kinh học không có tính xâm phạm . Chúng đều sử dụng cơ sở hạ tầng hiện có .,Bài kiểm tra của nhà khoa học là mất đi . Cả hai đều sử dụng cơ sở hạ tầng .,bài kiểm tra thần kinh của bác sĩ thần kinh là vô hạn. cả hai đều sử dụng cơ sở hạ tầng tồn tại.,33.7409347432158,39.60680482497555,-5.865870081759745,PyTorch Transformer
752,Bạn không cần phải thiết kế cả một hệ thống bệnh viện hoàn toàn mới để tiến hành thử nghiệm này,Bạn không phải thiết kế một loạt các bệnh viện để làm điều đó .,bạn không cần thiết kế một loạt các bệnh viện mới để thực hiện điều đó.,32.819826151853476,37.74326637603635,-4.923440224182876,PyTorch Transformer
